,STATION,LATITUDE,LONGITUDE
118,USC00326255,46.5066,-99.7691
92,USC00326315,46.5413,-102.8691
107,USC00326365,46.8925,-101.4897
70,USC00326620,46.1458,-98.0919
0,USC00327120,48.0267,-101.9625
62,USC00327311,46.1758,-101.8561
94,USC00327530,46.8886,-102.3191
12,USC00327655,48.6297,-99.8069
62,USC00327704,48.3541,-99.9925
62,USC00328065,46.233,-101.1291
74,USC00328276,48.3566,-102.4116
90,USC00328366,46.8948,-99.9482
27,USC00328415,46.7154,-99.4475
92,USC00328792,48.3706,-100.3907
86,USC00328840,47.5213,-100.8883
53,USC00328872,47.455,-101.1461
71,USC00328913,48.6147,-100.7263
58,USC00329430,48.1375,-103.7372
105,USC00329445,48.606,-100.291
60,USC00330279,39.3224,-82.0995
109,USC00330563,40.3535,-83.7754
32,USC00330573,39.1161,-81.7439
4,USC00330639,41.1169,-81.0094
40,USC00330676,39.5475,-81.6283
119,USC00330862,41.3831,-83.6111
9,USC00331042,41.4619,-84.5272
56,USC00331057,39.9521,-82.4824
113,USC00331072,40.8126,-82.9698
50,USC00331197,40.0111,-81.5794
58,USC00331390,40.5692,-84.5369
53,USC00331404,40.2913,-82.6546
70,USC00331458,41.58333,-81.18333
42,USC00331515,39.1547,-84.6233
111,USC00331592,39.6104,-82.9555
28,USC00331777,40.0604,-82.8941
3,USC00331779,39.8469,-82.9872
5,USC00331785,40.0251,-83.027
93,USC00331890,40.2403,-81.871
51,USC00332044,40.4397,-82.3039
104,USC00332067,39.7633,-84.1911
108,USC00332098,41.2783,-84.3847
23,USC00332160,40.4056,-81.3435
59,USC00332251,41.68333,-80.66667
84,USC00332485,39.7328,-84.6353
5,USC00332585,41.48333,-83.21667
9,USC00332603,41.3,-82.11667
28,USC00332651,39.3477,-84.5897
121,USC00332791,41.0461,-83.6622
7,USC00332895,40.41,-84.7856
69,USC00332928,39.5536,-84.319
104,USC00332974,41.3331,-83.1189
64,USC00333021,40.7231,-82.7999
2,USC00333120,39.6361,-84.4015
121,USC00333375,40.1032,-84.6504
58,USC00333393,40.55167,-82.20139
52,USC00333421,41.0193,-84.4771
39,USC00333500,39.6667,-80.8667
24,USC00333722,41.3213,-84.7476
118,USC00333758,39.2334,-83.6091
118,USC00333780,41.30722,-81.01333
49,USC00333915,40.47996,-83.81278
91,USC00334004,39.07908,-82.70644
90,USC00334238,39.3531,-84.2602
15,USC00334403,39.7156,-82.6073
57,USC00334434,39.4706,-82.7344
109,USC00334551,40.7247,-84.1294
15,USC00334672,39.5326,-82.3939
85,USC00334681,39.8972,-83.5096
0,USC00334770,38.8845,-82.9955
50,USC00334927,39.4087,-81.4329
99,USC00334979,40.2411,-83.367
82,USC00335297,40.5375,-81.9197
69,USC00335505,41.29861,-80.76472
55,USC00335718,39.5015,-82.2441
81,USC00335747,40.0875,-82.4128
83,USC00335786,39.9317,-84.0329
74,USC00335857,39.7332,-82.2156
24,USC00335939,39.3933,-81.2193
120,USC00336118,41.26667,-82.61667
117,USC00336196,41.2667,-82.2167
40,USC00336342,41.0324,-84.0543
63,USC00336389,41.7525,-81.29556
65,USC00336405,40.9462,-83.9614
97,USC00336465,41.1247,-84.5919
62,USC00336630,39.0702,-83.0197
78,USC00336645,40.1525,-84.2372
11,USC00336650,40.1311,-84.2344
73,USC00336697,40.0553,-84.3581
60,USC00336949,41.1333,-81.2833
49,USC00337255,39.8161,-82.0732
25,USC00337400,40.1391,-83.9288
27,USC00337410,39.0701,-82.2909
62,USC00337693,40.2705,-84.1507
24,USC00337857,38.4239,-82.5936
4,USC00337926,39.9419,-83.8047
44,USC00337935,39.9735,-83.8072
3,USC00338062,41.1315,-81.4491
113,USC00338552,40.0991,-83.7823
95,USC00338609,40.8494,-84.5808
110,USC00338769,41.20194,-80.81056
83,USC00338794,39.5353,-83.4239
38,USC00338810,38.7008,-82.473
119,USC00338822,41.5183,-84.1452
117,USC00338830,39.1114,-82.9797
60,USC00338951,40.1268,-82.9441
29,USC00339050,38.8053,-83.4353
97,USC00339219,39.4833,-83.85
116,USC00339312,40.7833,-81.9167
85,USC00339361,39.6041,-83.9072
7,USC00340010,34.8083,-98.0233
6,USC00340027,34.7985,-96.6691
5,USC00340180,34.5872,-99.3381
57,USC00340184,34.8847,-99.2964
95,USC00340193,36.80139,-98.68778
6,USC00340198,36.70806,-98.70944
21,USC00340200,35.1639,-97.8846
10,USC00340215,36.2483,-98.1883
76,USC00340256,34.2208,-95.615
4,USC00340257,34.2253,-95.7005
80,USC00340260,34.8893,-98.3592
6,USC00340264,34.9142,-98.2922
104,USC00340292,34.1773,-97.1617
6,USC00340312,34.22806,-97.20139
6,USC00340313,34.1923,-97.0857
80,USC00340332,36.167,-99.7215
6,USC00340338,36.07194,-99.90306
41,USC00340391,34.3983,-96.14
6,USC00340546,36.7619,-96.0116
30,USC00340567,34.385,-94.898
5,USC00340684,35.40167,-99.05833
71,USC00340755,36.5297,-97.4472
4,USC00340810,36.75417,-97.25444
50,USC00340818,36.8048,-97.2764
56,USC00340830,35.11833,-97.67
92,USC00340908,36.7236,-102.4805
6,USC00340990,35.17139,-96.63111
12,USC00341075,36.9219,-97.3351
6,USC00341083,36.41194,-97.69389
63,USC00341162,34.0497,-94.738
41,USC00341168,34.13333,-94.7
6,USC00341240,36.8313,-99.641
6,USC00341266,33.89361,-97.26917
6,USC00341270,35.59139,-99.27056
6,USC00341283,34.84944,-97.00306
6,USC00341404,36.02861,-99.34639
6,USC00341644,34.60889,-96.33306
18,USC00341648,34.6008,-96.3131
94,USC00341684,35.7062,-96.8801
6,USC00341685,35.6528,-96.8041
100,USC00341706,34.4224,-98.6496
6,USC00341726,36.7481,-98.3627
6,USC00341743,35.5462,-99.7279
35,USC00341745,34.5019,-96.9718
58,USC00341750,35.0488,-97.9158
5,USC00341756,35.03222,-97.91444
93,USC00341828,36.3225,-95.5808
10,USC00342011,34.2715,-96.4168
22,USC00342039,35.35,-98.6743
6,USC00342207,36.06417,-97.21278
35,USC00342242,35.9269,-97.6743
69,USC00342660,34.5011,-97.9591
33,USC00342668,34.4932,-98.1419
94,USC00342678,34.0,-96.3686
6,USC00342680,33.9208,-96.3203
14,USC00342788,35.6127,-97.3865
6,USC00342825,35.54833,-98.03639
72,USC00342849,35.3925,-99.50639
20,USC00342872,34.61,-97.42222
112,USC00342912,36.4194,-97.8747
92,USC00342944,35.2164,-99.8628
6,USC00342948,35.2049,-99.8034
4,USC00343048,36.26333,-98.4975
59,USC00343065,34.9511,-94.908
6,USC00343145,34.55194,-96.71778
5,USC00343277,35.14889,-98.46583
41,USC00343286,35.86667,-95.23333
6,USC00343363,36.72556,-99.14222
55,USC00343489,36.85,-100.0569
93,USC00343497,35.63056,-98.32167
85,USC00343628,36.5913,-101.618
6,USC00343660,36.98694,-99.01083
23,USC00343688,34.0225,-97.6341
6,USC00343707,34.2392,-98.7444
62,USC00343740,36.7425,-98.133
6,USC00343820,35.84889,-97.47972
15,USC00343909,36.9381,-96.8214
20,USC00343998,34.6287,-99.1394
94,USC00344001,34.2332,-97.4202
69,USC00344019,36.538,-98.2661
22,USC00344052,34.5797,-97.351
27,USC00344098,35.95,-96.28333
6,USC00344130,35.48417,-98.48139
5,USC00344202,35.0259,-99.1058
6,USC00344205,34.98972,-99.05278
100,USC00344235,35.0567,-96.3861
6,USC00344236,35.0707,-96.356
3,USC00344250,34.6855,-99.8333
51,USC00344393,36.91667,-96.1
81,USC00344451,33.93361,-94.82778
118,USC00344573,36.7222,-97.7904
37,USC00344812,36.15,-96.25
6,USC00344860,35.8543,-97.9544
117,USC00344861,35.8582,-97.9295
65,USC00344915,34.9613,-96.75
7,USC00344950,36.3895,-98.1061
5,USC00344951,36.38417,-98.11139
32,USC00344978,35.4879,-97.6645
22,USC00345013,36.6878,-97.5574
6,USC00345020,34.30861,-95.99694
5,USC00345047,36.62278,-99.89528
46,USC00345090,35.8629,-99.3428
38,USC00345108,34.4339,-96.2717
72,USC00345468,34.0919,-96.7708
6,USC00345474,34.03556,-96.94333
82,USC00345509,34.891,-99.5016
6,USC00345514,34.8359,-99.424
71,USC00345563,33.8761,-97.1641
114,USC00345581,34.6368,-97.9786
56,USC00345589,36.152,-97.6226
6,USC00345590,36.11667,-97.60667
30,USC00345713,34.3098,-95.8675
6,USC00345769,36.7924,-97.7458
6,USC00345775,34.7292,-98.5694
101,USC00345779,35.5051,-96.9772
6,USC00345870,35.27222,-97.95528
62,USC00346035,35.1464,-99.4956
12,USC00346110,36.0483,-97.39
85,USC00346139,36.2282,-99.17
6,USC00346282,36.8981,-96.9104
2,USC00346332,34.9677,-97.952
6,USC00346382,35.23583,-97.46472
96,USC00346386,35.1809,-97.4377
11,USC00346659,35.4055,-97.5972
25,USC00346678,35.6091,-95.4633
32,USC00346729,36.43333,-95.68333
49,USC00346751,36.3487,-98.4809
5,USC00346931,34.7155,-97.2292
50,USC00346940,36.3566,-96.8108
6,USC00347002,35.99861,-97.04806
69,USC00347003,35.9743,-97.027
91,USC00347012,36.2886,-97.2897
9,USC00347080,34.11667,-95.08333
50,USC00347214,34.5052,-96.6223
65,USC00347264,35.4876,-96.7302
5,USC00347343,35.89889,-98.96028
73,USC00347390,36.5044,-96.7438
6,USC00347507,36.35583,-97.15306
32,USC00347565,35.1584,-99.3665
6,USC00347640,34.19361,-97.58806
58,USC00347727,34.8511,-99.0208
6,USC00348027,36.19028,-99.04028
3,USC00348029,36.18222,-98.92083
71,USC00348042,35.2316,-96.653
111,USC00348110,35.3554,-96.9202
6,USC00348124,35.36472,-96.94806
5,USC00348390,35.54194,-97.34139
6,USC00348499,36.12083,-97.09528
116,USC00348501,36.1175,-97.095
28,USC00348563,35.7976,-96.6657
6,USC00348570,34.56583,-96.95028
63,USC00348708,36.0405,-98.9624
37,USC00348769,35.6,-95.05
43,USC00348879,34.43972,-99.1375
104,USC00348884,34.1924,-96.6442
5,USC00348900,34.3326,-96.679
86,USC00349086,35.3672,-97.8872
13,USC00349101,36.348,-94.8244
6,USC00349130,34.5289,-97.7648
51,USC00349172,36.1509,-99.3004
3,USC00349213,34.9577,-99.9413
6,USC00349282,34.3996,-98.3457
6,USC00349346,34.98194,-97.52083
83,USC00349364,35.8578,-98.4139
6,USC00349370,35.84167,-98.52611
6,USC00349400,34.1678,-97.9882
74,USC00349404,36.5758,-98.8797
105,USC00349422,35.5199,-98.6986
5,USC00349428,35.5083,-98.7751
62,USC00349575,35.1313,-96.5389
91,USC00349629,34.7325,-98.7125
33,USC00349668,35.0523,-99.5125
35,USC00349724,34.9416,-94.7038
6,USC00349768,36.42306,-99.41667
37,USC00350118,42.9694,-119.9933
59,USC00350145,44.4044,-123.7533
75,USC00350197,44.8197,-120.7533
89,USC00350265,45.7212,-120.2064
119,USC00350304,42.2127,-122.7144
102,USC00350471,43.1497,-124.4019
51,USC00350501,43.9456,-120.2169
48,USC00350652,44.2867,-122.0388
103,USC00350694,44.0569,-121.285
19,USC00350699,44.1184,-121.2102
63,USC00350723,43.9091,-118.1523
38,USC00350858,45.8472,-119.6933
77,USC00350897,45.6354,-121.9523
8,USC00351058,42.0463,-124.2877
59,USC00351407,45.6778,-121.8736
29,USC00351574,42.7036,-121.9952
80,USC00351643,46.1081,-123.2058
72,USC00351682,45.205,-123.8925
5,USC00351738,45.135,-122.4638
44,USC00351836,43.1872,-124.2025
112,USC00351862,44.6341,-123.19
67,USC00351877,44.5077,-123.4575
91,USC00351897,43.7916,-123.0275
9,USC00351914,44.1308,-122.2419
82,USC00351946,42.8966,-122.1327
76,USC00352112,44.9464,-123.2911
68,USC00352135,42.9447,-117.3389
57,USC00352292,44.7241,-122.2547
66,USC00352325,45.4633,-123.1135
65,USC00352374,43.7822,-122.963
105,USC00352406,43.6656,-123.3275
38,USC00352493,45.2762,-122.202
7,USC00352632,43.6425,-123.5828
103,USC00352693,45.2686,-122.3166
58,USC00352800,44.8358,-123.4525
68,USC00352867,44.0494,-123.3702
9,USC00352973,44.0039,-124.0948
99,USC00352997,45.5247,-123.1025
45,USC00353047,44.4139,-122.6728
32,USC00353232,42.205,-121.1315
6,USC00353320,43.295,-123.10306
64,USC00353356,42.4036,-124.4242
64,USC00353402,45.3013,-121.7416
116,USC00353445,42.4244,-123.3236
47,USC00353509,42.1258,-122.545
4,USC00353522,45.4803,-122.4663
63,USC00353542,44.5175,-120.9389
72,USC00353604,44.8773,-117.1095
63,USC00353692,42.5483,-119.6556
75,USC00353705,45.3127,-123.35
109,USC00353770,45.4486,-122.1547
16,USC00353818,45.8619,-119.3119
109,USC00353827,45.3653,-119.5639
68,USC00353971,44.3525,-122.7842
42,USC00353995,43.928,-124.1069
113,USC00354003,45.6847,-121.5175
50,USC00354060,42.2292,-122.3814
60,USC00354291,44.4233,-118.9594
78,USC00354403,42.0945,-121.9021
41,USC00354606,44.6253,-122.7189
49,USC00354622,45.3167,-118.0747
48,USC00354721,42.9242,-124.4533
30,USC00354776,44.9231,-123.575
81,USC00354811,44.1013,-122.6886
34,USC00354835,43.3597,-122.2208
44,USC00355020,44.7135,-119.1018
60,USC00355050,43.9139,-122.76
44,USC00355055,42.6722,-122.675
1,USC00355092,44.7938,-122.595
83,USC00355139,44.6166,-121.001
10,USC00355204,44.0366,-123.8627
66,USC00355221,44.6125,-121.9486
36,USC00355258,44.67194,-117.99417
8,USC00355392,45.9306,-119.2955
80,USC00355593,45.9428,-118.4089
16,USC00355638,44.5681,-120.1156
9,USC00355681,45.1783,-122.5063
95,USC00355734,45.4825,-120.7236
3,USC00355894,43.0394,-123.2655
8,USC00355945,45.498,-122.8394
40,USC00355971,45.8127,-123.7752
3,USC00356033,44.6247,-124.0469
5,USC00356035,44.6833,-124.0552
68,USC00356179,43.8764,-116.9903
36,USC00356200,43.4227,-123.3002
78,USC00356213,43.7428,-122.4433
6,USC00356238,44.2994,-120.7264
70,USC00356334,45.3558,-122.6047
66,USC00356366,45.0333,-123.9238
77,USC00356405,43.6501,-117.2466
76,USC00356426,42.6922,-120.5403
55,USC00356532,44.7275,-121.2505
53,USC00356540,45.7206,-118.6264
12,USC00356550,45.691,-118.8523
84,USC00356634,45.4756,-118.8253
36,USC00356749,45.5181,-122.6894
19,USC00356750,45.5605,-122.5383
49,USC00356784,42.7519,-124.5011
74,USC00356820,42.8886,-124.0688
93,USC00356883,44.30048,-120.84063
61,USC00357127,45.3033,-122.9133
94,USC00357169,42.9505,-123.3572
46,USC00357310,42.8592,-117.6569
77,USC00357641,45.9869,-123.9236
62,USC00357809,44.8727,-122.6486
34,USC00357817,43.1244,-121.0619
49,USC00357823,45.0058,-122.7739
44,USC00357857,44.2842,-121.5486
59,USC00358095,44.7894,-122.815
58,USC00358173,42.9592,-120.7897
11,USC00358246,43.8933,-121.4117
35,USC00358260,43.3963,-123.3588
47,USC00358420,43.2644,-120.9447
89,USC00358466,45.1219,-122.07
63,USC00358494,45.454,-123.8519
9,USC00358498,45.4294,-123.7619
61,USC00358536,43.275,-122.4497
56,USC00358634,45.5533,-122.3886
25,USC00358788,43.0738,-123.5877
45,USC00358884,45.8652,-123.1902
96,USC00358997,45.5722,-117.5314
71,USC00359316,43.6825,-121.6874
64,USC00359372,45.0747,-123.48
65,USC00359390,42.2283,-123.2858
61,USC00359461,43.2827,-123.3536
9,USC00359588,44.33,-124.0981
0,USC00360065,41.0045,-75.4861
13,USC00360132,40.5227,-78.3694
44,USC00360140,40.4949,-78.4667
58,USC00360457,40.8209,-76.4983
98,USC00360475,40.7628,-80.3133
13,USC00360582,41.2322,-76.3423
43,USC00360656,39.9355,-77.2577
1,USC00360754,41.0072,-76.4482
33,USC00360785,40.3803,-76.0274
65,USC00360861,40.3916,-79.8594
75,USC00360868,41.8975,-78.7144
30,USC00361080,40.5002,-75.2044
35,USC00361212,41.6516,-76.8463
36,USC00361301,41.5217,-77.4478
94,USC00361354,39.9353,-77.6394
11,USC00361362,41.9301,-79.297
67,USC00361377,40.1468,-79.8986
61,USC00361480,41.0489,-77.9411
15,USC00361526,41.6961,-78.4878
69,USC00361705,39.7994,-79.3665
29,USC00361726,39.9969,-79.5963
69,USC00361737,40.0744,-75.3179
13,USC00361802,41.775,-78.0417
10,USC00361810,41.7391,-77.971
58,USC00361833,41.7375,-77.1158
21,USC00361838,41.9903,-77.1567
24,USC00361920,40.2258,-77.1894
16,USC00362071,40.46,-76.8703
51,USC00362183,40.1275,-79.40583
86,USC00362190,40.1636,-79.8694
14,USC00362323,41.5216,-76.4043
51,USC00362470,40.4681,-78.7289
19,USC00362574,40.50194,-80.08333
73,USC00362721,40.0136,-78.3653
69,USC00362942,40.71306,-79.51444
39,USC00363018,41.1184,-75.7277
109,USC00363028,41.4004,-79.8305
79,USC00363130,41.7356,-77.6516
5,USC00363226,39.8815,-77.3506
13,USC00363293,39.8255,-78.83
59,USC00363311,41.5631,-78.6014
52,USC00363321,40.0962,-75.7513
11,USC00363417,40.9666,-78.5871
41,USC00363437,40.2305,-75.4354
19,USC00363451,39.78333,-79.91667
24,USC00363488,40.3421,-75.4784
65,USC00363632,40.5511,-75.9913
22,USC00363665,39.77056,-77.0325
16,USC00363698,40.2817,-76.8703
94,USC00363758,41.4764,-75.1652
67,USC00364214,40.5972,-79.1186
77,USC00364325,41.4992,-80.4681
72,USC00364432,41.6767,-78.8036
37,USC00364763,40.0499,-76.2742
63,USC00364778,40.1167,-76.4333
21,USC00364815,41.4234,-76.4933
15,USC00364839,40.1692,-79.1411
49,USC00364896,40.3333,-76.4667
71,USC00364934,40.8223,-75.6962
18,USC00364976,40.9474,-76.8786
70,USC00364992,40.5864,-77.5692
59,USC00365050,41.64583,-80.425
40,USC00365109,41.131,-77.4336
36,USC00365344,40.8344,-76.1352
65,USC00365573,40.3391,-79.8604
52,USC00365686,39.7808,-79.041
8,USC00365724,40.93,-77.067
33,USC00365738,41.6725,-75.0641
63,USC00365790,40.8847,-77.475
51,USC00365902,40.6475,-80.38611
5,USC00365918,40.5319,-80.2172
11,USC00366111,40.412,-79.7245
83,USC00366151,40.61417,-79.71917
86,USC00366194,40.1482,-74.953
105,USC00366233,41.0172,-80.3615
23,USC00366238,40.075,-76.0717
84,USC00366289,39.7342,-76.504
2,USC00366305,41.41278,-75.82444
41,USC00366370,40.10967,-75.33708
35,USC00366508,39.8,-76.05
23,USC00366649,41.9245,-78.0072
19,USC00366886,39.95867,-75.1728
17,USC00366921,40.8729,-78.2161
80,USC00366927,40.12,-75.5011
31,USC00366955,40.0333,-77.3
77,USC00367029,41.7394,-75.4465
36,USC00367073,39.7275,-79.91306
43,USC00367103,41.8157,-78.2873
27,USC00367167,40.6515,-78.5551
6,USC00367186,41.589,-75.3303
3,USC00367313,40.3815,-78.0754
95,USC00367409,41.3299,-77.7381
102,USC00367477,41.4196,-78.7493
19,USC00367732,39.8958,-76.3948
61,USC00367782,40.5101,-79.5459
97,USC00367863,40.683,-79.6684
101,USC00367931,40.7831,-76.8617
20,USC00367938,40.335,-75.313
36,USC00368057,41.1831,-76.1488
83,USC00368073,40.05889,-77.52139
65,USC00368184,41.05583,-80.06
54,USC00368244,39.997,-79.08334
65,USC00368308,39.8582,-77.4774
18,USC00368361,41.8162,-80.4249
80,USC00368379,39.8693,-76.8635
23,USC00368400,40.5711,-75.2781
118,USC00368449,40.7933,-77.8672
40,USC00368469,41.40389,-78.01833
85,USC00368596,41.008,-75.1876
60,USC00368668,40.8532,-76.7891
70,USC00368692,41.9478,-75.6047
60,USC00368763,40.8483,-75.9995
29,USC00368868,41.8975,-77.1419
66,USC00368873,41.4792,-79.4432
53,USC00368888,41.63,-79.69306
118,USC00368905,41.7511,-76.443
27,USC00369022,40.6645,-78.2191
50,USC00369042,41.9004,-79.861
110,USC00369050,39.915,-79.7191
3,USC00369270,39.7659,-78.2351
120,USC00369298,41.84667,-79.14944
55,USC00369367,39.89861,-80.16556
78,USC00369408,41.7004,-77.3871
103,USC00369464,39.9708,-75.635
47,USC00369714,40.4667,-78.2
17,USC00369735,41.2486,-76.9833
60,USC00369823,40.0417,-78.5278
83,USC00369950,40.11389,-76.71222
0,USC00370897,41.1578,-71.5676
2,USC00371874,41.7003,-71.5926
0,USC00371875,41.6684,-71.5571
117,USC00374266,41.4903,-71.543
41,USC00375270,41.8564,-71.7333
52,USC00379423,41.9844,-71.4907
4,USC00380072,33.5501,-81.6969
113,USC00380165,34.5283,-82.66072
58,USC00380448,33.3022,-81.02981
8,USC00380490,33.2563,-81.2422
11,USC00380613,34.60148,-82.43323
53,USC00381093,33.5214,-79.0975
41,USC00381256,35.1072,-82.6255
107,USC00381277,34.0905,-82.5883
92,USC00381462,34.8573,-80.9133
15,USC00381479,34.2183,-81.073
114,USC00381588,34.732,-79.8833
24,USC00381625,35.1108,-81.9675
80,USC00381633,34.68452,-81.19567
15,USC00381645,34.7289,-80.0389
86,USC00381770,34.66036,-82.82325
60,USC00381804,35.02695,-82.50145
4,USC00381814,34.4719,-81.8838
75,USC00381944,33.99151,-81.02409
9,USC00382735,32.6064,-80.3267
1,USC00383145,34.6746,-82.2268
67,USC00383216,35.0217,-81.0075
90,USC00383433,35.138,-81.5961
8,USC00383470,33.3169,-79.3227
70,USC00383700,34.558,-80.8911
6,USC00383758,34.2525,-82.03486
21,USC00383990,34.3949,-80.0486
4,USC00384205,33.3172,-80.4183
2,USC00384449,33.2845,-79.6963
23,USC00384581,34.983,-83.0677
5,USC00384896,34.16875,-81.9029
86,USC00385017,34.4988,-82.0219
114,USC00385200,34.1995,-81.41436
56,USC00385232,34.7794,-81.4563
38,USC00385493,33.6989,-80.2003
48,USC00385509,34.1652,-79.3875
75,USC00385633,34.7055,-79.5683
12,USC00385946,33.2425,-79.9869
11,USC00386114,34.1944,-79.2472
102,USC00386209,34.29165,-81.62089
74,USC00386293,35.0316,-81.4927
68,USC00386527,33.48861,-80.87333
62,USC00386831,34.8813,-82.7188
98,USC00387631,33.99778,-81.77472
11,USC00387687,34.6111,-82.727
117,USC00387722,34.635,-81.5205
32,USC00388188,34.9077,-81.9138
79,USC00388440,33.9364,-80.3569
11,USC00388472,35.02016,-82.69282
20,USC00388706,34.98417,-82.39983
62,USC00388786,34.60521,-81.66293
101,USC00388887,34.7545,-83.0751
71,USC00388922,32.885,-80.6761
25,USC00388951,34.4047,-82.2488
64,USC00388979,34.3347,-80.7031
42,USC00389122,34.6427,-82.4547
103,USC00389327,34.3706,-81.0825
115,USC00389350,34.9388,-81.03313
40,USC00389412,34.7636,-82.1061
105,USC00389469,32.7019,-80.8518
9,USC00389625,34.9386,-81.225
3,USC00390022,45.4553,-98.4141
113,USC00390043,43.4891,-99.063
9,USC00390120,45.4136,-97.9063
108,USC00390128,43.6513,-97.7847
8,USC00390306,45.8811,-99.7983
15,USC00390554,44.4988,-104.035
86,USC00390559,44.6713,-103.8511
20,USC00390565,44.9905,-103.9338
31,USC00390662,45.2995,-96.4997
67,USC00390701,45.5286,-102.465
56,USC00390834,45.4522,-99.6533
54,USC00391032,43.5524,-97.5016
13,USC00391043,45.2385,-97.7537
97,USC00391049,45.78861,-97.74881
5,USC00391052,45.9217,-97.93297
122,USC00391076,44.3252,-96.7686
95,USC00391294,45.5488,-103.9744
111,USC00391579,43.043,-96.9033
34,USC00391621,43.735,-99.3119
8,USC00391636,43.9283,-96.9316
3,USC00391740,44.8766,-97.7384
71,USC00391777,44.7591,-96.6871
31,USC00391851,43.7847,-96.9275
62,USC00391873,45.7251,-98.3023
99,USC00391972,43.9611,-101.8605
81,USC00392087,43.7744,-103.6119
90,USC00392302,44.3826,-97.5497
89,USC00392429,45.047,-101.6051
48,USC00392446,44.8658,-101.4672
36,USC00392557,43.3729,-103.8778
14,USC00392565,43.6242,-103.9172
13,USC00392636,45.9319,-98.7647
68,USC00392647,44.3186,-102.4683
105,USC00392797,45.7654,-99.6222
115,USC00392927,45.0363,-99.1342
114,USC00392984,44.0516,-96.5927
116,USC00393029,44.0685,-98.0833
75,USC00393069,44.4099,-103.4775
6,USC00393211,44.0344,-98.9869
75,USC00393294,45.0194,-99.9402
50,USC00393316,45.4178,-101.81
88,USC00393452,43.2356,-99.4341
11,USC00393456,45.4469,-98.0952
56,USC00393560,45.36,-103.8116
38,USC00393608,44.3628,-99.8034
9,USC00393681,44.6633,-97.2266
11,USC00393764,44.3255,-103.1086
112,USC00393832,44.5222,-99.455
59,USC00393868,43.9324,-103.5595
11,USC00393945,45.1125,-103.2791
110,USC00394007,43.4377,-103.4738
95,USC00394037,44.01214,-97.53153
52,USC00394184,43.7483,-101.9413
97,USC00394206,45.4477,-99.0383
54,USC00394254,44.3647,-97.8486
15,USC00394271,45.6025,-101.3486
4,USC00394490,45.8361,-101.8665
114,USC00394516,43.9024,-99.8582
44,USC00394596,44.6122,-101.3369
15,USC00394630,43.4402,-102.14306
7,USC00394671,45.7406,-103.8836
25,USC00394766,44.0644,-99.4602
105,USC00394834,44.3544,-103.7431
94,USC00394864,45.9397,-102.1575
7,USC00394893,45.72301,-98.9404
7,USC00394956,45.7475,-102.7969
49,USC00395090,43.9905,-97.0925
100,USC00395228,43.4209,-97.2539
38,USC00395325,44.8933,-102.6125
8,USC00395360,43.7447,-97.308
83,USC00395381,45.8383,-101.2766
38,USC00395406,45.8134,-100.8072
111,USC00395456,45.155,-98.5826
105,USC00395481,43.2358,-97.5713
6,USC00395531,45.2266,-96.6233
68,USC00395544,44.5208,-101.6192
109,USC00395561,44.5177,-98.9815
58,USC00395638,43.1113,-100.6083
7,USC00395648,44.7342,-100.8041
12,USC00395669,43.71524,-98.0354
89,USC00395691,45.5655,-100.4488
25,USC00395733,43.7022,-97.1852
52,USC00395870,43.8769,-103.4578
93,USC00395891,43.8878,-100.7075
92,USC00396054,44.7158,-103.4275
102,USC00396212,43.18778,-103.23722
80,USC00396292,44.7323,-100.1447
44,USC00396304,43.4033,-103.2683
33,USC00396335,44.8983,-99.0865
57,USC00396427,44.0622,-103.4819
65,USC00396574,43.0688,-98.5325
61,USC00396669,43.3893,-98.841
98,USC00396712,45.9041,-100.2875
54,USC00396947,44.115,-103.2827
20,USC00396948,44.0727,-103.2108
12,USC00396969,44.9733,-97.1494
61,USC00397073,44.6981,-102.5608
11,USC00397103,44.51673,-99.19891
62,USC00397277,45.4526,-99.3358
13,USC00397326,45.70874,-97.43398
62,USC00397545,45.51,-100.0355
13,USC00397551,45.0605,-99.51
5,USC00397666,43.5877,-96.73
84,USC00397742,45.6656,-97.0393
96,USC00397882,44.5139,-103.8722
11,USC00398074,45.2416,-98.3911
57,USC00398116,45.3036,-97.0626
91,USC00398307,45.4284,-101.0764
4,USC00398420,45.0499,-98.0956
107,USC00398472,42.9919,-97.8702
101,USC00398622,42.7625,-96.9194
88,USC00398652,45.9202,-96.8308
57,USC00398911,44.0697,-102.4478
3,USC00398931,44.8696,-97.1155
60,USC00398980,45.4247,-97.327
64,USC00399004,45.333,-97.5227
52,USC00399064,44.4247,-98.685
69,USC00399070,44.0761,-98.5705
11,USC00399138,45.6766,-98.5298
90,USC00399232,43.7291,-98.713
67,USC00399337,45.4079,-96.862
22,USC00399347,43.5606,-103.4881
84,USC00399367,43.3686,-99.8402
93,USC00399442,43.4989,-100.4814
13,USC00400049,35.7977,-89.1176
86,USC00400081,36.3805,-84.8744
37,USC00400137,35.1131,-89.2122
52,USC00400284,35.4322,-84.5833
7,USC00400580,36.1572,-86.9252
58,USC00400669,36.4583,-86.324
18,USC00400705,36.235,-88.0908
104,USC00400876,35.2622,-88.9891
100,USC00401145,35.5894,-89.2586
17,USC00401310,36.58028,-85.12556
16,USC00401352,36.0519,-88.0828
103,USC00401480,36.2455,-85.945
13,USC00401585,35.8318,-87.4219
10,USC00401720,35.7047,-86.4869
58,USC00401808,35.2191,-84.7921
16,USC00401887,35.3684,-85.7014
