,STATION,LATITUDE,LONGITUDE
0,US1NJMS0018,41.0127,-74.5103
5,US1NJMS0023,40.8821,-74.5944
2,US1NJMS0049,40.778,-74.3992
0,US1NJMS0059,40.7524,-74.4297
0,US1NJMS0073,40.8173,-74.6049
7,US1NJOC0006,40.0797,-74.0989
6,US1NJOC0013,40.0878,-74.052
6,US1NJOC0017,39.8626,-74.141
2,US1NJOC0056,39.8847,-74.1741
1,US1NJOC0058,39.7412,-74.2907
7,US1NJPS0005,40.9519,-74.1577
4,US1NJPS0012,40.8796,-74.227
6,US1NJPS0014,40.9436,-74.1523
1,US1NJPS0025,41.0202,-74.3289
3,US1NJSL0003,39.5137,-75.1363
7,US1NJSM0001,40.4726,-74.5904
6,US1NJSM0005,40.6262,-74.6535
1,US1NJSM0026,40.5123,-74.5174
2,US1NJSM0039,40.5462,-74.5287
1,US1NJSM0061,40.5382,-74.5921
6,US1NJSS0001,41.0197,-74.7611
7,US1NJSS0007,41.089,-74.5399
2,US1NJUN0010,40.6945,-74.3898
2,US1NJUN0017,40.6722,-74.3096
7,US1NJWR0001,40.6554,-75.1167
2,US1NJWR0005,40.8515,-74.8403
0,US1NJWR0007,40.8522,-74.9494
3,US1NJWR0021,40.7623,-74.9719
5,US1NMBR0006,35.1198,-106.6728
7,US1NMBR0012,35.0829,-106.5814
9,US1NMBR0017,35.1861,-106.5071
2,US1NMBR0032,35.0923,-106.6014
10,US1NMBR0034,35.1278,-106.5437
7,US1NMBR0040,35.0831,-106.4869
10,US1NMBR0046,35.0761,-106.3846
3,US1NMBR0047,35.0248,-106.7007
9,US1NMBR0072,34.9619,-106.7084
6,US1NMBR0082,35.0718,-106.611
2,US1NMBR0122,35.1534,-106.4871
2,US1NMBR0127,35.0972,-106.6016
1,US1NMBR0136,35.1511,-106.4876
3,US1NMBR0139,35.1654,-106.6064
0,US1NMBR0142,35.1537,-106.2848
5,US1NMBR0148,35.0944,-106.6123
2,US1NMBR0165,35.0863,-106.7039
2,US1NMBR0166,35.1295,-106.4878
2,US1NMBR0168,35.1224,-106.5355
1,US1NMBR0183,35.1595,-106.3032
1,US1NMBR0193,34.9871,-106.3418
0,US1NMBR0211,35.093,-106.5054
0,US1NMBR0220,35.1036,-106.5089
0,US1NMCB0004,35.1918,-107.893
4,US1NMCH0011,33.6215,-104.5022
2,US1NMCR0010,34.8648,-103.2107
1,US1NMCR0016,34.4054,-103.283
1,US1NMCR0021,34.4386,-103.1819
0,US1NMCR0029,34.8213,-103.3173
5,US1NMCT0008,34.4669,-108.2986
4,US1NMCT0009,34.4349,-108.4088
10,US1NMDA0011,32.3829,-106.8076
5,US1NMDA0035,32.368,-106.7895
8,US1NMDA0040,32.6275,-107.0467
8,US1NMDA0041,32.6242,-107.0418
10,US1NMDA0046,32.3206,-106.8624
5,US1NMDA0050,32.3877,-106.72
4,US1NMDA0070,32.265,-106.7516
4,US1NMDA0081,32.2589,-106.7064
6,US1NMDA0090,32.3393,-106.7695
9,US1NMDA0116,32.2718,-106.7668
9,US1NMDA0117,32.2786,-106.727
0,US1NMDA0136,32.3305,-106.7637
4,US1NMDA0138,32.3747,-106.7298
0,US1NMDA0144,32.3272,-106.7892
4,US1NMDA0187,32.2982,-106.7334
3,US1NMDA0195,32.2582,-106.7643
2,US1NMDA0209,32.2908,-106.627
3,US1NMDA0216,32.3522,-106.838
3,US1NMDA0217,31.8688,-106.6487
3,US1NMDA0223,31.8428,-106.658
2,US1NMDA0227,32.4166,-106.7064
2,US1NMDA0243,32.4267,-106.646
0,US1NMDA0245,32.2985,-106.726
2,US1NMDA0251,32.3643,-106.8241
1,US1NMDA0259,31.85,-106.6351
1,US1NMDA0261,32.0241,-106.6788
3,US1NMDA0264,32.3976,-106.6896
2,US1NMDA0272,32.3456,-106.722
1,US1NMDA0286,32.4245,-106.6356
0,US1NMDA0291,32.3901,-106.7913
0,US1NMDA0307,32.3545,-106.7312
0,US1NMDA0309,31.9232,-106.6443
0,US1NMDA0321,32.4673,-106.901
8,US1NMED0002,32.4539,-104.2378
8,US1NMED0023,32.4309,-104.254
10,US1NMGR0001,32.7422,-108.2996
7,US1NMGR0004,32.823,-108.004
3,US1NMGR0007,32.758,-108.1347
8,US1NMGR0018,32.338,-106.771
7,US1NMGR0027,33.023,-108.5441
1,US1NMGR0031,32.7854,-108.2716
1,US1NMGR0037,32.8002,-108.1271
0,US1NMGR0040,32.7226,-108.2669
0,US1NMGR0067,32.6743,-108.3377
1,US1NMLA0010,35.8216,-106.1963
3,US1NMLE0022,32.622,-103.1265
2,US1NMLE0026,32.6248,-103.286
2,US1NMLN0013,33.4926,-105.6903
9,US1NMLU0002,32.169,-107.6479
5,US1NMLU0018,32.0336,-107.7706
4,US1NMLU0019,32.2626,-107.397
6,US1NMLU0037,32.1811,-107.9976
3,US1NMLU0041,32.15,-107.774
3,US1NMLU0043,32.2541,-107.7536
4,US1NMLU0049,31.8401,-107.9828
3,US1NMLU0051,32.2297,-107.6939
0,US1NMLU0054,32.2337,-107.8449
1,US1NMLU0057,32.4298,-107.7611
0,US1NMLU0067,32.1132,-107.6731
0,US1NMLU0073,32.0945,-107.7689
0,US1NMMK0006,35.5066,-108.7308
3,US1NMOT0013,32.9514,-105.8336
2,US1NMOT0032,32.9907,-105.8758
1,US1NMOT0046,33.0111,-105.9808
2,US1NMOT0051,33.0767,-106.0017
1,US1NMOT0056,32.9204,-105.747
3,US1NMOT0065,32.9125,-105.9511
3,US1NMOT0066,32.7682,-105.9648
2,US1NMOT0072,33.0054,-105.8532
0,US1NMOT0081,32.9335,-105.9511
4,US1NMQY0009,35.1366,-103.5607
3,US1NMQY0013,35.3621,-103.4708
5,US1NMQY0019,35.1938,-103.6757
3,US1NMQY0020,34.7065,-103.84
8,US1NMRA0001,36.1478,-105.9875
10,US1NMRA0011,35.9947,-106.0535
10,US1NMRA0014,36.2225,-105.8686
6,US1NMRA0022,36.0456,-106.1517
0,US1NMRA0040,36.0359,-105.7896
0,US1NMRV0010,34.1128,-103.3812
1,US1NMRV0022,33.8129,-103.647
3,US1NMSC0026,34.1694,-106.9057
2,US1NMSC0031,34.3406,-106.4392
0,US1NMSC0037,34.0867,-106.8925
10,US1NMSF0001,35.7368,-106.0718
6,US1NMSF0020,35.6845,-105.9356
3,US1NMSF0026,35.1227,-106.2113
3,US1NMSF0044,35.6248,-106.0437
1,US1NMSF0051,35.8943,-105.9912
2,US1NMSF0052,35.0902,-106.212
0,US1NMSF0055,35.0775,-105.9626
0,US1NMSF0087,35.4646,-106.0464
5,US1NMSJ0010,36.924,-107.8879
8,US1NMSJ0019,36.7408,-108.2445
0,US1NMSM0020,35.8064,-105.3104
0,US1NMSM0025,35.4268,-105.5495
0,US1NMSM0026,35.5211,-105.3401
8,US1NMSN0017,,
3,US1NMSN0020,35.2521,-106.6097
5,US1NMSN0039,35.2901,-106.6061
2,US1NMSN0043,35.2823,-106.7207
5,US1NMSN0045,35.3344,-106.4014
3,US1NMSN0052,35.2814,-106.6361
3,US1NMSN0078,35.242,-106.6471
0,US1NMSN0091,35.2219,-106.3301
0,US1NMSN0092,35.3235,-106.4298
2,US1NMSR0017,33.2203,-107.0435
2,US1NMSR0034,33.2016,-107.2046
0,US1NMSR0046,32.9192,-107.5711
0,US1NMSR0047,32.9163,-107.7087
6,US1NMTR0005,34.9855,-106.2023
2,US1NMTS0022,36.7389,-105.5743
3,US1NMTS0024,36.4609,-105.6116
7,US1NMUN0003,36.27,-103.3122
6,US1NMVL0021,34.8695,-106.7015
3,US1NMVL0023,34.5922,-106.7421
2,US1NMVL0027,34.8084,-106.6766
6,US1NVCH0005,39.4712,-118.7915
1,US1NVCK0002,36.1833,-115.2503
4,US1NVCK0007,36.0972,-115.2642
7,US1NVCK0017,36.7808,-114.1048
6,US1NVCK0029,36.0802,-114.9397
8,US1NVDG0002,39.0386,-119.7213
8,US1NVLY0003,38.9433,-119.1916
7,US1NVNY0002,36.1656,-115.9844
8,US1NVWH0002,39.5573,-119.8144
6,US1NVWH0003,39.3954,-119.79
8,US1NVWH0011,39.5084,-119.8442
8,US1NVWH0019,39.5184,-119.9935
7,US1NVWH0079,39.7903,-119.8947
1,US1NVWH0096,39.4069,-119.7313
2,US1NVWH0100,39.8294,-119.6445
0,US1NVWH0114,39.5293,-119.8664
2,US1NVWH0115,39.5224,-119.8828
1,US1NVWP0004,38.9169,-115.0619
5,US1NYAB0021,42.6918,-73.8311
2,US1NYAB0032,42.5754,-73.7995
6,US1NYBM0004,42.0296,-76.0213
1,US1NYBM0024,42.1098,-75.8858
0,US1NYBM0040,42.0796,-76.051
10,US1NYCM0003,42.0839,-76.7881
0,US1NYCM0024,42.0913,-76.6281
6,US1NYCN0009,42.5336,-75.6306
8,US1NYCR0003,42.4739,-75.8725
6,US1NYCR0005,42.4516,-76.0437
1,US1NYCY0026,42.7864,-76.7034
10,US1NYDL0005,42.3003,-74.9026
0,US1NYDL0023,41.9351,-75.0784
5,US1NYDT0004,41.5535,-73.7863
3,US1NYDT0010,41.647,-73.897
1,US1NYDT0012,41.6846,-73.7205
2,US1NYER0007,42.9693,-78.6879
7,US1NYER0050,42.7675,-78.6158
4,US1NYER0057,42.9735,-78.8817
6,US1NYER0059,42.9632,-78.8669
2,US1NYER0060,42.7766,-78.8444
1,US1NYER0075,42.8194,-78.6214
4,US1NYER0077,42.6509,-78.6106
2,US1NYER0102,42.9412,-78.7193
1,US1NYER0113,42.837,-78.7433
0,US1NYES0007,44.495,-73.4711
3,US1NYGN0006,42.9989,-78.0483
3,US1NYMD0016,43.033,-75.8348
1,US1NYMD0022,43.0801,-75.6686
7,US1NYMG0001,42.93,-74.6264
6,US1NYMG0002,42.9643,-74.4756
6,US1NYMR0015,43.2161,-77.9525
8,US1NYNG0002,43.0573,-78.8617
2,US1NYNG0011,43.0961,-79.0281
1,US1NYNG0022,43.083,-78.9046
1,US1NYNS0007,40.723,-73.711
7,US1NYOD0002,43.3733,-75.5384
12,US1NYOD0007,43.2363,-75.2858
5,US1NYOD0011,43.0859,-75.5423
0,US1NYOD0019,43.0618,-75.2899
1,US1NYOD0023,43.1712,-75.6828
2,US1NYOD0043,43.2471,-75.2775
5,US1NYOG0002,43.0333,-76.1
0,US1NYOG0052,43.0015,-76.1395
0,US1NYOR0004,41.2684,-74.416
5,US1NYOS0003,43.4437,-76.4052
5,US1NYOS0015,43.3977,-76.4796
3,US1NYOS0020,43.3165,-76.4185
1,US1NYOS0021,43.57,-76.1195
3,US1NYPT0002,41.4807,-73.8911
1,US1NYRC0001,40.5421,-74.1476
1,US1NYRL0005,41.0835,-73.993
2,US1NYSC0017,42.8316,-74.1152
7,US1NYSF0016,40.9234,-73.3305
4,US1NYSF0017,40.7351,-73.2212
0,US1NYSF0034,40.7234,-73.241
0,US1NYSF0039,40.7369,-73.0839
7,US1NYSL0006,44.6115,-74.9719
5,US1NYSR0004,43.0603,-73.7801
5,US1NYSR0006,43.2003,-73.6755
8,US1NYST0003,42.0567,-77.0485
10,US1NYST0004,42.1404,-76.9703
4,US1NYST0030,42.1573,-77.06
3,US1NYSV0008,41.5739,-74.4871
0,US1NYSY0006,42.4177,-76.9425
5,US1NYTG0015,42.3191,-76.2194
7,US1NYTM0004,42.5913,-76.372
2,US1NYTM0005,42.5253,-76.3218
6,US1NYTM0023,42.5021,-76.418
5,US1NYUL0001,41.9286,-74.0195
6,US1NYWC0007,41.2649,-73.7899
4,US1NYWN0006,43.0795,-77.2526
3,US1NYYT0005,42.7326,-77.0766
1,US1NYYT0006,42.511,-76.9155
1,US1OHAL0005,40.7739,-84.08
0,US1OHAS0005,41.042,-82.2126
4,US1OHAT0005,39.3722,-81.9231
4,US1OHAT0006,39.2728,-82.243
5,US1OHAT0012,39.4067,-81.9657
0,US1OHAT0016,39.294,-82.0793
5,US1OHBT0001,39.3933,-84.477
6,US1OHCB0002,40.9154,-80.8457
5,US1OHCC0001,40.2201,-81.9365
5,US1OHCK0001,39.942,-83.8051
1,US1OHCM0007,39.0212,-84.2186
13,US1OHCN0010,39.4745,-83.8361
1,US1OHCN0016,39.4216,-83.8223
0,US1OHCW0003,40.8146,-82.9848
5,US1OHCY0016,41.3677,-81.7018
3,US1OHCY0024,41.4088,-81.7448
6,US1OHDF0001,41.2812,-84.3454
1,US1OHDL0008,40.1642,-83.1687
1,US1OHDL0010,40.2001,-82.7732
6,US1OHDR0001,40.1526,-84.4613
1,US1OHDR0007,40.2181,-84.5139
0,US1OHDR0008,39.9463,-84.4537
0,US1OHDR0017,39.9935,-84.4629
0,US1OHER0008,41.4229,-82.7905
2,US1OHER0011,41.3262,-82.492
2,US1OHER0014,41.2911,-82.5934
2,US1OHER0018,41.3621,-82.5745
5,US1OHFR0002,40.1299,-83.0742
6,US1OHFR0003,39.981,-83.0401
6,US1OHFR0008,40.0403,-82.798
2,US1OHFR0023,39.8378,-83.2321
6,US1OHGG0004,41.5903,-81.048
3,US1OHGG0007,41.4644,-81.0652
0,US1OHHD0014,40.8131,-83.7383
3,US1OHHR0002,41.2839,-82.8408
3,US1OHHY0005,41.3282,-83.9088
0,US1OHHY0009,41.457,-84.1496
1,US1OHJC0004,38.8881,-82.5742
1,US1OHKN0004,40.5355,-82.5628
1,US1OHLC0001,40.1183,-82.6265
0,US1OHLK0009,41.6151,-81.4459
1,US1OHLR0008,41.3763,-82.0992
1,US1OHLS0022,41.5309,-83.7188
0,US1OHLS0023,41.671,-83.8354
0,US1OHMC0007,40.3699,-84.5214
1,US1OHMD0001,41.0428,-81.8193
6,US1OHMD0002,41.2498,-81.8133
6,US1OHMM0001,40.1358,-84.2476
1,US1OHMS0002,39.195,-82.1869
0,US1OHMW0004,40.5143,-82.7556
6,US1OHMY0005,39.6807,-84.3954
3,US1OHMY0017,39.7373,-84.3955
3,US1OHMY0018,39.8795,-84.1278
1,US1OHMY0025,39.8546,-84.2112
1,US1OHMY0034,39.8979,-84.3284
0,US1OHMY0039,39.5853,-84.1493
4,US1OHPB0001,39.7647,-84.6338
6,US1OHPT0008,41.2098,-81.3548
4,US1OHPT0009,41.316,-81.1434
6,US1OHPT0012,41.0085,-81.329
0,US1OHPT0017,41.1472,-81.3908
4,US1OHSD0002,41.3658,-83.0754
3,US1OHSH0011,40.2709,-84.3247
1,US1OHSH0013,40.3153,-84.4154
3,US1OHSH0015,40.3569,-84.3736
6,US1OHSM0004,41.3203,-81.5012
6,US1OHSM0005,41.1623,-81.5037
0,US1OHSM0022,41.1229,-81.6252
6,US1OHSN0003,41.0589,-83.1127
5,US1OHTR0004,41.1977,-80.9721
2,US1OHTS0001,40.5507,-81.564
3,US1OHWD0012,41.4082,-83.6716
2,US1OHWD0014,41.5411,-83.6497
0,US1OHWD0019,41.3873,-83.6785
5,US1OHWL0005,41.6654,-84.4244
3,US1OHWR0014,39.4202,-84.1493
4,US1OKAD0003,35.9902,-94.5716
2,US1OKBC0005,35.3557,-99.7083
7,US1OKBL0001,35.6848,-98.4744
2,US1OKBV0005,36.991,-100.6932
2,US1OKBV0006,36.7878,-100.8392
1,US1OKCC0009,34.5898,-98.4766
2,US1OKCC0010,34.852,-98.123
5,US1OKCD0011,35.0719,-98.1769
2,US1OKCD0017,35.1046,-98.4443
6,US1OKCN0001,35.3906,-97.7206
0,US1OKCN0023,35.6248,-98.1086
2,US1OKCV0004,35.2555,-97.4453
9,US1OKCV0012,35.2392,-97.4904
4,US1OKCV0032,35.1979,-97.4182
6,US1OKCV0050,35.3409,-97.5366
2,US1OKCV0052,35.2398,-97.4137
5,US1OKCV0053,35.3389,-97.4557
3,US1OKCV0080,35.0697,-97.1605
2,US1OKCV0084,35.2504,-97.4385
0,US1OKCV0091,35.31,-97.5258
3,US1OKCV0092,35.2146,-97.3886
1,US1OKCV0114,35.1893,-97.4611
0,US1OKCV0122,35.1948,-97.404
1,US1OKDL0002,36.471,-94.783
5,US1OKGD0007,36.4256,-97.9289
0,US1OKGD0009,36.4135,-97.9274
3,US1OKGR0002,34.8763,-99.494
7,US1OKGT0001,36.6361,-97.6036
2,US1OKKN0002,35.7317,-97.9711
5,US1OKKY0007,36.882,-97.0613
0,US1OKKY0023,36.7197,-97.0732
0,US1OKLG0002,35.8128,-97.4299
8,US1OKLG0006,35.893,-97.4424
0,US1OKLG0010,35.7537,-97.3792
1,US1OKLG0014,35.7516,-97.4652
3,US1OKLN0005,35.7728,-96.8604
2,US1OKLN0008,35.568,-97.019
0,US1OKLT0001,35.0536,-95.3176
7,US1OKMC0005,35.0131,-97.4898
1,US1OKMC0011,35.1716,-97.5229
1,US1OKMH0001,35.3244,-95.5157
0,US1OKMN0005,33.879,-94.7901
0,US1OKOK0048,35.4774,-97.2887
0,US1OKOK0065,35.5904,-97.4439
4,US1OKOS0004,36.335,-96.0975
1,US1OKOS0012,36.1758,-96.1984
4,US1OKPN0005,34.7383,-96.607
1,US1OKPT0015,35.3568,-96.9163
4,US1OKPY0009,36.2207,-96.981
0,US1OKPY0016,36.1143,-96.6936
5,US1OKRG0003,36.3297,-95.7367
2,US1OKRG0005,36.2633,-95.8108
2,US1OKRG0011,36.3043,-95.7542
4,US1OKSQ0001,35.529,-94.8848
2,US1OKSQ0003,35.45,-94.7953
6,US1OKTL0014,36.0572,-95.873
4,US1OKTL0028,36.0114,-95.8097
4,US1OKTL0029,36.0376,-95.8967
4,US1OKTL0030,36.0256,-95.8107
2,US1OKTL0034,36.0797,-95.8024
1,US1OKTL0042,36.1003,-95.8136
0,US1OKTL0053,36.1074,-95.9143
7,US1OKTN0002,34.3052,-99.0424
7,US1OKWH0003,35.4369,-99.0096
5,US1OKWS0004,36.6817,-95.9891
7,US1ORBN0013,44.6383,-123.5772
6,US1ORBN0032,44.5464,-123.2592
5,US1ORBN0040,44.5745,-123.2654
4,US1ORBN0041,44.6225,-123.2375
0,US1ORBN0053,44.6553,-123.1257
0,US1ORBN0065,44.493,-123.4627
2,US1ORBN0085,44.5326,-123.2617
0,US1ORBN0089,44.7021,-123.4298
2,US1ORCB0018,46.1139,-123.0607
2,US1ORCB0029,46.1062,-123.046
2,US1ORCB0031,46.1083,-123.0738
3,US1ORCC0019,45.1725,-122.4375
1,US1ORCC0067,45.0424,-122.6011
0,US1ORCC0088,45.3749,-122.6491
8,US1ORCK0001,44.1214,-119.848
7,US1ORCS0003,43.3647,-124.1933
7,US1ORCS0007,43.3748,-124.2302
8,US1ORCS0011,43.2142,-124.3711
5,US1ORCS0014,43.3835,-124.2639
4,US1ORCY0003,42.94,-124.446
0,US1ORCY0016,42.1087,-124.3036
6,US1ORDG0010,43.2957,-123.0787
6,US1ORDG0022,43.4256,-123.3856
5,US1ORDG0026,43.2594,-123.1018
7,US1ORDG0027,43.4248,-123.2942
1,US1ORDG0044,43.6918,-124.1246
1,US1ORDG0047,43.1068,-123.4283
0,US1ORDG0049,43.3881,-123.3124
3,US1ORDS0035,44.3061,-121.5825
1,US1ORDS0039,44.1374,-121.3409
0,US1ORDS0043,44.2516,-121.2066
0,US1ORDS0047,44.0878,-121.3508
6,US1ORGL0002,45.2583,-120.1645
1,US1ORHR0005,45.5704,-121.5541
0,US1ORHR0007,45.7003,-121.5321
5,US1ORJC0011,42.169,-122.9912
3,US1ORJC0016,42.698,-122.624
1,US1ORJC0051,42.2954,-122.8855
3,US1ORJC0060,42.2602,-122.9238
1,US1ORJC0062,42.5069,-123.089
0,US1ORJC0074,42.5984,-122.6135
0,US1ORJC0075,42.3338,-122.8492
0,US1ORJC0085,42.4926,-123.1868
0,US1ORJC0088,42.1975,-122.7004
4,US1ORJF0001,44.7203,-121.1736
8,US1ORJS0001,42.0525,-123.7136
1,US1ORJS0005,42.1573,-123.5727
3,US1ORJS0010,42.3573,-123.29
1,US1ORJS0017,42.542,-123.4263
3,US1ORKL0005,42.2097,-121.7069
2,US1ORKL0014,42.3005,-121.4081
2,US1ORLA0001,44.0612,-124.0475
8,US1ORLA0007,44.0975,-123.0936
6,US1ORLA0019,43.9172,-122.8244
8,US1ORLA0024,43.9499,-122.8852
6,US1ORLA0036,43.9147,-123.0119
3,US1ORLA0038,44.1603,-122.9017
7,US1ORLA0041,44.0528,-123.0331
6,US1ORLA0042,44.0549,-122.9116
3,US1ORLA0051,44.0231,-123.1403
5,US1ORLA0077,43.7997,-122.4156
7,US1ORLA0085,44.0017,-123.0094
8,US1ORLA0114,43.8031,-123.0032
7,US1ORLA0122,44.0344,-122.9579
5,US1ORLA0129,44.0717,-123.0101
6,US1ORLA0130,44.1783,-122.1625
2,US1ORLA0167,43.7121,-122.9794
0,US1ORLA0176,44.1099,-122.4248
3,US1ORLC0001,44.6898,-124.0655
1,US1ORLC0013,44.6773,-124.0592
6,US1ORLN0001,44.544,-122.807
8,US1ORLN0003,44.611,-123.0853
6,US1ORLN0005,44.6833,-122.8833
8,US1ORLN0006,44.3968,-122.684
4,US1ORLN0008,44.4187,-123.0304
5,US1ORLN0012,44.7571,-122.6245
7,US1ORLN0020,44.7475,-122.6069
3,US1ORLN0039,44.7372,-122.8424
3,US1ORLN0047,44.5873,-123.0958
1,US1ORLN0054,44.4815,-122.8085
1,US1ORLN0057,44.3031,-122.6923
1,US1ORLN0058,44.6153,-122.7747
2,US1ORMH0003,44.2559,-117.5293
1,US1ORMN0001,44.8814,-122.8775
6,US1ORMN0008,44.8768,-123.0576
5,US1ORMN0012,44.9161,-123.0408
6,US1ORMN0016,44.8353,-122.6836
5,US1ORMN0026,44.7504,-122.9359
4,US1ORMN0037,44.8651,-122.8723
6,US1ORMT0006,45.5116,-122.6201
4,US1ORMT0015,45.4681,-122.6813
4,US1ORMT0033,45.5416,-122.6401
0,US1ORMT0081,45.6302,-122.8861
6,US1ORPK0020,44.7701,-123.4482
5,US1ORPK0021,44.9245,-123.3084
1,US1ORPK0031,44.7591,-123.2325
8,US1ORTL0001,45.695,-123.814
5,US1ORUM0011,45.6745,-118.8079
0,US1ORWS0081,45.5271,-122.9654
0,US1ORWS0105,45.3817,-123.0072
8,US1ORYM0001,45.4,-123.183
3,US1ORYM0008,45.0905,-123.6671
1,US1ORYM0013,45.2123,-123.1913
1,US1ORYM0017,45.1237,-123.4091
8,US1PAAD0002,39.9192,-76.9894
7,US1PAAD0003,40.0014,-77.1089
1,US1PAAD0005,39.84,-77.227
0,US1PAAD0006,39.8896,-77.3756
2,US1PAAD0008,39.8011,-77.3606
0,US1PAAD0011,39.9198,-77.3013
2,US1PAAD0012,39.7739,-77.2904
3,US1PAAD0020,39.7548,-77.0925
3,US1PAAD0024,39.7305,-77.2028
2,US1PAAD0030,39.8463,-77.0437
3,US1PAAD0033,40.021,-77.233
1,US1PAAD0034,39.998,-77.2122
1,US1PAAD0035,39.8634,-77.3431
3,US1PAAD0036,39.9248,-77.2435
3,US1PAAD0043,39.8134,-77.3764
3,US1PAAD0045,39.8608,-77.0618
3,US1PAAD0047,39.9147,-77.2793
1,US1PAAD0054,39.9209,-77.4031
8,US1PAAL0001,40.3417,-80.1229
0,US1PAAR0001,35.3675,-90.9729
3,US1PABD0001,39.9539,-78.3609
4,US1PABD0004,39.7811,-78.4334
4,US1PABD0011,40.0221,-78.4381
17,US1PABK0015,40.2893,-75.0931
10,US1PABR0002,40.3162,-75.9887
8,US1PABR0008,40.3277,-75.9432
5,US1PABR0009,40.3284,-76.0747
2,US1PABR0016,40.2469,-75.9981
0,US1PABR0017,40.3889,-75.9396
1,US1PABR0025,40.5665,-75.9862
0,US1PABR0029,40.3112,-76.0098
1,US1PABT0006,40.7707,-79.9385
8,US1PACB0004,40.839,-75.5185
4,US1PACB0011,40.8444,-75.9157
6,US1PACB0018,40.8119,-75.7736
6,US1PACH0014,39.7424,-76.0454
0,US1PACH0021,39.9411,-75.5819
2,US1PACH0023,39.8205,-75.8782
1,US1PACN0003,40.8067,-77.8167
1,US1PACN0010,40.9249,-77.6869
6,US1PACN0018,40.7912,-78.0118
6,US1PACW0002,41.7135,-80.2409
10,US1PAEL0001,41.4107,-78.5348
4,US1PAER0005,42.2206,-79.8551
1,US1PAFY0009,39.9226,-79.714
0,US1PAJF0002,40.9645,-79.1989
1,US1PAJF0003,41.0872,-79.1032
0,US1PALN0013,40.077,-76.4117
12,US1PALZ0006,41.0167,-76.0
3,US1PALZ0024,41.2949,-75.8682
1,US1PAMR0011,41.3537,-80.0505
6,US1PAMT0006,40.2763,-75.3006
2,US1PAMT0016,40.2061,-75.2991
9,US1PAMT0022,40.2077,-75.3522
2,US1PAMT0067,40.146,-75.2025
0,US1PAMT0085,40.2042,-75.3577
0,US1PAMT0087,40.3087,-75.4498
0,US1PAMT0089,40.0941,-75.1432
3,US1PAPH0006,40.0455,-75.2222
5,US1PAPT0002,41.8076,-78.1414
1,US1PAPT0005,41.7122,-77.951
1,US1PASM0001,40.0584,-79.2616
0,US1PASM0002,39.9546,-78.9928
7,US1PASS0012,41.9518,-75.8272
6,US1PAWN0004,41.2833,-75.45
8,US1PAWN0010,41.8992,-75.4718
8,US1PAWN0012,41.6048,-75.2833
5,US1PAWN0013,41.5027,-75.159
8,US1PAWN0026,41.5902,-75.359
7,US1PAWN0035,41.5824,-75.3357
2,US1PAWN0037,41.625,-75.222
0,US1PAWT0015,40.3045,-79.6159
0,US1PAWY0002,41.5778,-76.0096
7,US1PAYR0002,39.9734,-76.9178
3,US1PAYR0017,39.9965,-76.7533
3,US1PAYR0020,40.0488,-76.6948
6,US1RINW0004,41.5308,-71.2998
2,US1RINW0007,41.509,-71.159
5,US1RIPR0017,41.7777,-71.4022
0,US1RIPR0032,41.8427,-71.3852
1,US1RIPR0033,41.8889,-71.5603
0,US1RIWS0025,41.5202,-71.7532
1,US1SCAK0026,33.5073,-81.7345
3,US1SCAK0027,33.4594,-81.4515
1,US1SCAK0041,33.5043,-81.7294
2,US1SCAL0002,32.989,-81.2921
3,US1SCAN0004,34.6086,-82.5741
6,US1SCAN0010,34.2394,-82.7049
2,US1SCAN0022,34.3505,-82.6839
4,US1SCAN0023,34.5621,-82.6846
7,US1SCBF0002,32.2529,-80.735
3,US1SCBF0023,32.1007,-80.883
0,US1SCBF0052,32.1897,-80.7007
3,US1SCBK0025,33.1123,-80.0727
1,US1SCBK0037,32.9196,-79.8402
0,US1SCBK0046,33.0775,-80.2177
4,US1SCBM0001,33.3392,-81.1805
7,US1SCCD0001,33.5275,-80.2372
3,US1SCCD0006,33.6698,-80.1995
1,US1SCCF0005,34.8151,-80.54
2,US1SCCK0007,35.1163,-81.6803
6,US1SCCL0003,32.9439,-80.6812
4,US1SCCL0005,33.089,-80.814
3,US1SCCL0009,33.0271,-80.9871
0,US1SCCL0012,32.9152,-80.6197
5,US1SCCR0010,33.0845,-79.4636
3,US1SCCR0032,32.7011,-80.2937
4,US1SCCR0034,32.9322,-80.0736
2,US1SCCR0042,32.8103,-79.9569
6,US1SCCR0049,32.8949,-80.0273
1,US1SCCR0074,32.7216,-80.0088
2,US1SCCR0088,32.7559,-79.9955
4,US1SCDC0003,32.9262,-80.084
7,US1SCDC0018,33.1896,-80.6381
1,US1SCDC0035,33.0162,-80.186
1,US1SCDC0040,32.9878,-80.2971
0,US1SCDC0042,32.9827,-80.2583
1,US1SCDR0007,34.3866,-80.1048
0,US1SCDR0028,34.404,-80.0316
4,US1SCED0002,33.6515,-81.8662
0,US1SCGT0004,33.2759,-79.2928
4,US1SCGT0009,33.4943,-79.0832
4,US1SCGV0001,34.9189,-82.3621
6,US1SCGV0007,35.0938,-82.4093
5,US1SCGV0009,34.9814,-82.3047
4,US1SCGV0013,34.8076,-82.2378
2,US1SCGV0015,34.8816,-82.3224
5,US1SCGV0035,34.8734,-82.4855
0,US1SCGV0065,34.7591,-82.2374
0,US1SCGV0074,34.9434,-82.4032
1,US1SCGW0016,34.2387,-82.1672
